submission_id,SubjectId,responseTime,Experiment,Condition,ItemId,Index,mousePositionX,mousePositionY,Word,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,response,device,hand,experiment_start_time,experiment_end_time,experiment_duration
119,6541c19ed9da06afaaf2c95b,1158,1,1,2,1,659,142, të ,123.265625,653.390625,143.265625,673.40625,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,1208,1,1,2,1,672,142, të ,123.265625,653.390625,143.265625,673.40625,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,1258,1,1,2,2,679,142, vërtetë ,123.265625,673.40625,143.265625,733.4375,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,1311,1,1,2,2,694,142, vërtetë ,123.265625,673.40625,143.265625,733.4375,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,1361,1,1,2,2,707,140, vërtetë ,123.265625,673.40625,143.265625,733.4375,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,1412,1,1,2,2,723,140, vërtetë ,123.265625,673.40625,143.265625,733.4375,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,1458,1,1,2,3,735,140, ajo ,123.265625,733.4375,143.265625,762.46875,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,1508,1,1,2,3,750,140, ajo ,123.265625,733.4375,143.265625,762.46875,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,1558,1,1,2,3,756,140, ajo ,123.265625,733.4375,143.265625,762.46875,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,1608,1,1,2,3,761,140, ajo ,123.265625,733.4375,143.265625,762.46875,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,1661,1,1,2,4,768,140, ndihej ,123.265625,762.46875,143.265625,815.515625,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,1708,1,1,2,4,773,140, ndihej ,123.265625,762.46875,143.265625,815.515625,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,1758,1,1,2,4,780,140, ndihej ,123.265625,762.46875,143.265625,815.515625,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,1808,1,1,2,4,791,140, ndihej ,123.265625,762.46875,143.265625,815.515625,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,1858,1,1,2,4,805,140, ndihej ,123.265625,762.46875,143.265625,815.515625,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,1907,1,1,2,5,822,140, e ,123.265625,815.515625,143.265625,830.53125,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,1958,1,1,2,6,830,140, lumtur. ,123.265625,830.53125,143.265625,889.5625,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,2008,1,1,2,6,835,140, lumtur. ,123.265625,830.53125,143.265625,889.5625,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,2058,1,1,2,6,846,140, lumtur. ,123.265625,830.53125,143.265625,889.5625,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,2108,1,1,2,6,857,140, lumtur. ,123.265625,830.53125,143.265625,889.5625,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,2158,1,1,2,6,870,140, lumtur. ,123.265625,830.53125,143.265625,889.5625,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,2208,1,1,2,6,881,140, lumtur. ,123.265625,830.53125,143.265625,889.5625,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,2258,1,1,2,7,890,140, Gjithë ,123.265625,889.5625,143.265625,941.59375,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,2308,1,1,2,7,896,140, Gjithë ,123.265625,889.5625,143.265625,941.59375,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,2358,1,1,2,7,901,139, Gjithë ,123.265625,889.5625,143.265625,941.59375,Si një muaj mjalti në male.,,,,,
119,6541c19ed9da06afaaf2c95b,2408,1,1,2,7,909,139, Gjithë ,123.265625,889.5625,143.265625,941.59375,Si një muaj mjalti në male.,,,,,
