sbm_id,expr_id,cond_id,para_nr,word_nr,word,duration,start_t,end_t,x_mean,y_mean,response
119,1,1,3,16, kishte ,306,6036,6342,742,180,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,19, Evropë ,299,6687,6986,882.5,171.83,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,20, nga ,206,6986,7192,925,174.5,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,21, Lindja ,200,7192,7392,976.75,182,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,23, Mesme. ,343,7492,7835,1046.57,182.29,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,24, Koha ,202,7835,8037,1107,179,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,25, përputhej ,451,8037,8488,1175.89,172.89,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,27, artefakte ,795,8642,9437,670.12,222.25,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,28, antike ,305,9437,9742,722.17,219.5,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,30, gjetura ,249,9840,10089,807.4,217.8,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,33, duke ,255,10387,10642,931,215.8,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,34, përfshirë ,296,10642,10938,987.83,214,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,35, dhëmbët ,397,10938,11335,1065.12,212.38,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,37, drerit ,243,11392,11635,1134.2,215.8,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,40, që ,350,11992,12342,1252,217.14,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,42, vareshin ,454,12638,13092,664.78,254.11,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,44, zbukurime ,554,13139,13693,755.09,252.55,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,46, rrobat ,249,13740,13989,854.4,251,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,48, njerëzve. ,201,14036,14237,911.25,254.25,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,0, Përveç ,450,1177,1627,638.33,135.11,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,1, ndikimit ,297,1627,1924,711,138.83,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,2," shkencor, ",296,1924,2220,792.17,137.67,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,3, artistët ,356,2220,2576,862.86,134.14,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,4, mund ,200,2576,2776,921.75,132.75,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,7, të ,192,2976,3168,1021,132.5,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,8, rishqyrtojnë ,508,3168,3676,1081.7,135.1,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,9, vizatimet ,250,3676,3926,1172.2,138.2,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,13, këta ,357,4368,4725,641,180.57,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,14, njerëz. ,351,4725,5076,695.86,182,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,15, “Shihni ,348,5076,5424,754.71,181.71,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,16, shumë ,202,5424,5626,814.25,177,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,17, rindërtime ,400,5626,6026,885.12,177,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,19, këtyre ,200,6078,6278,969.25,177,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,20, njerëzve ,348,6278,6626,1036.29,177,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,22, gjuajtur ,393,6776,7169,1154,177.75,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,24," mbledhur, ",450,7524,7974,656.67,215.89,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,27, duken ,304,8222,8526,801.5,216,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,29, evropianë ,394,8576,8970,890.75,216,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,30, modernë ,403,8970,9373,971.75,215.12,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,32, lëkurë ,249,9527,9776,1061,215,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,34, çelët. ,202,9870,10072,1130.25,215.5,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,36, shihni ,299,10176,10475,1225.67,219,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,39, rindërtim ,193,10876,11069,683.5,261.5,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,38, një ,201,11069,11270,648,252,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,39, rindërtim ,251,11270,11521,697.2,252,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,42, gjuetari-mbledhës ,595,11626,12221,847,252,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,43, mezolitik ,452,12221,12673,969.33,252,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,45, lëkurë ,250,12776,13026,1054.4,256,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,47, errët ,194,13076,13270,1127.5,258,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,51, tha ,202,13568,13770,1257,260.5,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,52, Lalueza-Fox. ,351,13976,14327,677.57,295.14,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,0, Ekipi ,404,581,985,640.62,138.88,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,1, spanjoll ,351,985,1336,705.14,140,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,2, vazhdoi ,299,1336,1635,768.17,140,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,4, krahasonte ,350,1785,2135,871.14,140,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,5, gjenomin ,297,2135,2432,954.67,140.67,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,7, këtij ,249,2432,2681,1028.4,141,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,8, gjuetari-mbledhës ,354,2681,3035,1105.86,143,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,12, evropianëve ,750,3785,4535,674.53,173.27,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,13, modernë ,297,4535,4832,759.17,177,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,15, rajone ,207,4928,5135,868.75,178,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,17, ndryshme ,354,5181,5535,952.71,179.71,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,18, për ,191,5535,5726,1008,181,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,23, mund ,248,6084,6332,1150.8,180.2,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,27, zbuluan ,201,6680,6881,711.5,222,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,26, Ata ,294,7036,7330,636,213.17,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,27, zbuluan ,247,7330,7577,690.6,213,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,29, ADN-ja ,241,7635,7876,774.4,211.4,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,31, lashtë ,202,7979,8181,853.5,214.25,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,32, përputhej ,405,8181,8586,923.62,220.5,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,34, shumë ,202,8726,8928,1017.75,219.25,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,36, përbërjen ,301,8985,9286,1113.5,218.33,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,37, gjenetike ,449,9286,9735,1190.78,218.44,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,39, njerëzve ,604,10080,10684,662.33,251.08,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,41, jetojnë ,342,10835,11177,752.71,253,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,43, Evropën ,405,11332,11737,842.38,254,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,44," Veriore, ",343,11737,12080,916.43,255.29,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,45, veçanërisht ,451,12080,12531,996,260.78,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,47, Suedi ,450,12635,13085,1086.11,254.56,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
119,1,1,3,50, Finlandë. ,355,13230,13585,1196.57,255.57,Ato ishin nga koha përpara futjes së bujqësisë në Evropë.
